coord_key	n_samples	country	state	municipality	town	type	class	display_name
56.2088,10.1254		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Kasted, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2088,10.5285		Danmark	Region Midtjylland	Syddjurs Kommune	Knebel	hamlet	place	Viderup, Knebel, Syddjurs Kommune, Region Midtjylland, 8420, Danmark
56.2089,10.1047		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Geding, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2089,10.1052		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Geding, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.209,10.1051		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Geding, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2091,10.1213		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Kasted, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2091,10.1273		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Kasted, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2092,10.1062		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Geding, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2093,10.1049		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Geding, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2094,10.1062		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Geding, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2094,10.1171		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Kasted, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2095,10.1171		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Kasted, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2095,10.1214		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Kasted, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2096,10.1065		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Geding, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2097,10.1061		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Geding, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2098,10.1065		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Geding, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2098,10.1218		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Kasted, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2099,10.1059		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Geding, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2102,10.1063		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Geding, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2102,10.1085		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Geding, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2102,10.1231		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Kasted, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2104,10.1166		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Kasted, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2104,10.1169		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Kasted, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2104,10.1245		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Kasted, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2105,10.1169		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Kasted, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2105,10.117		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Kasted, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2105,10.1215		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Kasted, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2106,10.1133		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Kasted, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2106,10.1139		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Kasted, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2106,10.12		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Kasted, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2106,10.1204		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Kasted, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2107,10.1205		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Kasted, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2108,10.1137		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Kasted, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2109,10.1165		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Kasted, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2109,9.669		Danmark	Region Midtjylland	Silkeborg Kommune	Sminge	hamlet	place	Sminge, Silkeborg Kommune, Region Midtjylland, 8883, Danmark
56.2112,10.1149		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Kasted, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2112,8.4755		Danmark	Region Midtjylland	Herning Kommune		administrative	boundary	Herning Kommune, Region Midtjylland, Danmark
56.2113,10.1157		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Kasted, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2116,10.1122		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Kasted, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2116,10.1125		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Kasted, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2116,10.1159		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Kasted, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2116,10.1172		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Kasted, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2116,10.2051		Danmark	Region Midtjylland	Aarhus Kommune	Nye	farm	place	Holmsminde, Lisbjerg-Terp, Nye, Aarhus Kommune, Region Midtjylland, 8200, Danmark
56.2117,10.1119		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Kasted, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2117,10.2044		Danmark	Region Midtjylland	Aarhus Kommune	Nye	farm	place	Holmsminde, Lisbjerg-Terp, Nye, Aarhus Kommune, Region Midtjylland, 8200, Danmark
56.2117,10.2054		Danmark	Region Midtjylland	Aarhus Kommune	Nye	farm	place	Holmsminde, Lisbjerg-Terp, Nye, Aarhus Kommune, Region Midtjylland, 8200, Danmark
56.2117,10.2408		Danmark	Region Midtjylland	Aarhus Kommune	Lystrup	quarter	place	Kildevang, Lystrup, Aarhus Kommune, Region Midtjylland, 8520, Danmark
56.2118,10.1125		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Kasted, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2119,10.1138		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Kasted, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.212,10.1166		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Kasted, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.212,10.2223		Danmark	Region Midtjylland	Aarhus Kommune	Lystrup	quarter	place	Kildevang, Lystrup, Aarhus Kommune, Region Midtjylland, 8520, Danmark
56.2123,10.1116		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Geding, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2123,10.2427		Danmark	Region Midtjylland	Aarhus Kommune	Lystrup	quarter	place	Kildevang, Lystrup, Aarhus Kommune, Region Midtjylland, 8520, Danmark
56.2124,10.1125		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Kasted, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2124,10.1136		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Kasted, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2124,10.1155		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Kasted, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2124,10.2214		Danmark	Region Midtjylland	Aarhus Kommune	Lystrup	quarter	place	Kildevang, Lystrup, Aarhus Kommune, Region Midtjylland, 8520, Danmark
56.2125,10.1858		Danmark	Region Midtjylland	Aarhus Kommune	Nye	farm	place	Holmsminde, Lisbjerg-Terp, Nye, Aarhus Kommune, Region Midtjylland, 8200, Danmark
56.2127,10.1841		Danmark	Region Midtjylland	Aarhus Kommune	Nye	farm	place	Holmsminde, Lisbjerg-Terp, Nye, Aarhus Kommune, Region Midtjylland, 8200, Danmark
56.2127,10.2201		Danmark	Region Midtjylland	Aarhus Kommune	Lystrup	quarter	place	Kildevang, Lystrup, Aarhus Kommune, Region Midtjylland, 8520, Danmark
56.2129,10.1139		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Kasted, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.213,10.1107		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Geding, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.213,10.1836		Danmark	Region Midtjylland	Aarhus Kommune	Nye	farm	place	Holmsminde, Lisbjerg-Terp, Nye, Aarhus Kommune, Region Midtjylland, 8200, Danmark
56.2131,10.109		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Geding, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2131,10.111		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Geding, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2132,10.1105		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Geding, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2133,10.1108		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Geding, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2133,10.2424		Danmark	Region Midtjylland	Aarhus Kommune	Lystrup	quarter	place	Kildevang, Lystrup, Aarhus Kommune, Region Midtjylland, 8520, Danmark
56.2134,10.1088		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Geding, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2135,10.1106		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Geding, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2136,10.1093		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Geding, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2137,10.1084		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Geding, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2137,10.6789		Danmark	Region Midtjylland	Syddjurs Kommune	Ebeltoft	quarter	place	Egsmark Strand, Ebeltoft, Syddjurs Kommune, Region Midtjylland, 8400, Danmark
56.2139,10.1088		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Geding, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2139,10.1098		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Geding, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.214,10.1083		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Geding, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.214,10.1097		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Geding, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.214,10.1137		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Kasted, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.214,10.1139		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Kasted, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2143,10.1098		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Geding, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2147,10.1092		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Geding, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2147,10.5638		Danmark	Region Midtjylland	Syddjurs Kommune	Bogens	hamlet	place	Bogens, Syddjurs Kommune, Region Midtjylland, Danmark
56.2148,10.5629		Danmark	Region Midtjylland	Syddjurs Kommune	Bogens	hamlet	place	Bogens, Syddjurs Kommune, Region Midtjylland, Danmark
56.2149,10.5633		Danmark	Region Midtjylland	Syddjurs Kommune	Bogens	hamlet	place	Bogens, Syddjurs Kommune, Region Midtjylland, Danmark
56.215,10.5778		Danmark	Region Midtjylland	Syddjurs Kommune	Bogens Strand	hamlet	place	Bogens Strand, Syddjurs Kommune, Region Midtjylland, Danmark
56.2151,10.1125		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Kasted, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2153,10.11		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Geding, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2153,10.1107		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Geding, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2154,10.1143		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Kasted, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2154,10.1159		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Kasted, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2154,9.6818		Danmark	Region Midtjylland	Silkeborg Kommune	Sminge	hamlet	place	Sminge, Silkeborg Kommune, Region Midtjylland, 8883, Danmark
56.2156,10.1106		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Geding, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2156,10.113		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Kasted, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2157,10.1095		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Geding, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2157,10.114		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Kasted, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2158,10.1093		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Geding, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2158,10.1108		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Geding, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2158,10.1144		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Kasted, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.216,10.1082		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Geding, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.216,10.1097		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Geding, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.216,10.1118		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Kasted, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.216,10.1127		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Kasted, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2162,10.1073		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Geding, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2163,10.1131		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Kasted, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2164,10.1132		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Kasted, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2164,10.1154		Danmark	Region Midtjylland	Favrskov Kommune	Søften	village	place	Søften, Favrskov Kommune, Region Midtjylland, 8382, Danmark
56.2166,10.1082		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Geding, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2166,10.1108		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Geding, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2166,10.111		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Geding, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2167,10.1159		Danmark	Region Midtjylland	Favrskov Kommune	Søften	village	place	Søften, Favrskov Kommune, Region Midtjylland, 8382, Danmark
56.2168,10.1131		Danmark	Region Midtjylland	Favrskov Kommune	Søften	village	place	Søften, Favrskov Kommune, Region Midtjylland, 8382, Danmark
56.2169,10.1085		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Geding, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2169,10.1089		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Geding, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2169,10.1169		Danmark	Region Midtjylland	Favrskov Kommune	Søften	village	place	Søften, Favrskov Kommune, Region Midtjylland, 8382, Danmark
56.217,10.1085		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Geding, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.217,10.1088		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Geding, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.217,10.1171		Danmark	Region Midtjylland	Favrskov Kommune	Søften	village	place	Søften, Favrskov Kommune, Region Midtjylland, 8382, Danmark
56.2171,10.1133		Danmark	Region Midtjylland	Favrskov Kommune	Søften	village	place	Søften, Favrskov Kommune, Region Midtjylland, 8382, Danmark
56.2171,10.1163		Danmark	Region Midtjylland	Favrskov Kommune	Søften	village	place	Søften, Favrskov Kommune, Region Midtjylland, 8382, Danmark
56.2173,10.1115		Danmark	Region Midtjylland	Favrskov Kommune	Søften	village	place	Søften, Favrskov Kommune, Region Midtjylland, 8382, Danmark
56.2174,10.5533		Danmark	Region Midtjylland	Syddjurs Kommune	Bogens	hamlet	place	Bogens, Syddjurs Kommune, Region Midtjylland, Danmark
56.2176,9.7061		Danmark	Region Midtjylland	Silkeborg Kommune	Voel	village	place	Voel, Silkeborg Kommune, Region Midtjylland, 8883, Danmark
56.2177,10.115		Danmark	Region Midtjylland	Favrskov Kommune	Søften	village	place	Søften, Favrskov Kommune, Region Midtjylland, 8382, Danmark
56.2177,10.5523		Danmark	Region Midtjylland	Syddjurs Kommune	Bogens	hamlet	place	Bogens, Syddjurs Kommune, Region Midtjylland, Danmark
56.2178,10.5529		Danmark	Region Midtjylland	Syddjurs Kommune	Bogens	hamlet	place	Bogens, Syddjurs Kommune, Region Midtjylland, Danmark
56.2179,10.1154		Danmark	Region Midtjylland	Favrskov Kommune	Søften	village	place	Søften, Favrskov Kommune, Region Midtjylland, 8382, Danmark
56.2179,10.5534		Danmark	Region Midtjylland	Syddjurs Kommune	Bogens	hamlet	place	Bogens, Syddjurs Kommune, Region Midtjylland, Danmark
56.2182,10.5842		Danmark	Region Midtjylland	Syddjurs Kommune	Femmøller	hamlet	place	Strandkær Strand, Femmøller, Syddjurs Kommune, Region Midtjylland, Danmark
56.2183,10.1147		Danmark	Region Midtjylland	Favrskov Kommune	Søften	village	place	Søften, Favrskov Kommune, Region Midtjylland, 8382, Danmark
56.2184,10.1123		Danmark	Region Midtjylland	Favrskov Kommune	Søften	village	place	Søften, Favrskov Kommune, Region Midtjylland, 8382, Danmark
56.2185,10.1123		Danmark	Region Midtjylland	Favrskov Kommune	Søften	village	place	Søften, Favrskov Kommune, Region Midtjylland, 8382, Danmark
56.2185,10.113		Danmark	Region Midtjylland	Favrskov Kommune	Søften	village	place	Søften, Favrskov Kommune, Region Midtjylland, 8382, Danmark
56.2191,8.4895		Danmark	Region Midtjylland	Herning Kommune		administrative	boundary	Herning Kommune, Region Midtjylland, Danmark
56.2202,10.1292		Danmark	Region Midtjylland	Aarhus Kommune	Tilst	hamlet	place	Kasted, Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark
56.2213,10.5362		Danmark	Region Midtjylland	Syddjurs Kommune	Toggerbo	hamlet	place	Toggerbo, Syddjurs Kommune, Region Midtjylland, 8420, Danmark
56.2214,10.5365		Danmark	Region Midtjylland	Syddjurs Kommune	Toggerbo	hamlet	place	Toggerbo, Syddjurs Kommune, Region Midtjylland, 8420, Danmark
56.2216,10.5366		Danmark	Region Midtjylland	Syddjurs Kommune	Toggerbo	hamlet	place	Toggerbo, Syddjurs Kommune, Region Midtjylland, 8420, Danmark
56.2216,10.5379		Danmark	Region Midtjylland	Syddjurs Kommune	Toggerbo	hamlet	place	Toggerbo, Syddjurs Kommune, Region Midtjylland, 8420, Danmark
56.2217,10.5381		Danmark	Region Midtjylland	Syddjurs Kommune	Toggerbo	hamlet	place	Toggerbo, Syddjurs Kommune, Region Midtjylland, 8420, Danmark
56.2219,10.5375		Danmark	Region Midtjylland	Syddjurs Kommune	Toggerbo	hamlet	place	Toggerbo, Syddjurs Kommune, Region Midtjylland, 8420, Danmark
56.2224,10.5872		Danmark	Region Midtjylland	Syddjurs Kommune	Femmøller	hamlet	place	Strandkær Strand, Femmøller, Syddjurs Kommune, Region Midtjylland, Danmark
56.2226,10.5316		Danmark	Region Midtjylland	Syddjurs Kommune	Vrinners	hamlet	place	Agri, Vrinners, Syddjurs Kommune, Region Midtjylland, Danmark
56.2228,10.5483		Danmark	Region Midtjylland	Syddjurs Kommune	Toggerbo	hamlet	place	Toggerbo, Syddjurs Kommune, Region Midtjylland, 8420, Danmark
56.2228,10.586		Danmark	Region Midtjylland	Syddjurs Kommune	Femmøller	hamlet	place	Strandkær Strand, Femmøller, Syddjurs Kommune, Region Midtjylland, Danmark
56.2229,10.548		Danmark	Region Midtjylland	Syddjurs Kommune	Toggerbo	hamlet	place	Toggerbo, Syddjurs Kommune, Region Midtjylland, 8420, Danmark
