coord_key	n_samples	country	state	municipality	town	type	class	display_name
55.5843,8.4914		Danmark	Region Syddanmark	Varde Kommune	Varde	suburb	place	Sønder Varde, Varde, Varde Kommune, Region Syddanmark, 6800, Danmark
55.5847,8.4669		Danmark	Region Syddanmark	Varde Kommune	Varde	suburb	place	Kongsgård, Varde, Varde Kommune, Region Syddanmark, 6800, Danmark
55.5847,9.2789		Danmark	Region Syddanmark	Kolding Kommune	Jordrup	isolated_dwelling	place	Knudsbøl, Jordrup, Kolding Kommune, Region Syddanmark, 6064, Danmark
55.5857,8.4985		Danmark	Region Syddanmark	Varde Kommune	Varde	suburb	place	Sønder Varde, Varde, Varde Kommune, Region Syddanmark, 6800, Danmark
55.5858,8.4945		Danmark	Region Syddanmark	Varde Kommune	Varde	suburb	place	Sønder Varde, Varde, Varde Kommune, Region Syddanmark, 6800, Danmark
55.5861,8.4748		Danmark	Region Syddanmark	Varde Kommune	Varde	suburb	place	Sønder Varde, Varde, Varde Kommune, Region Syddanmark, 6800, Danmark
55.587,8.5003		Danmark	Region Syddanmark	Varde Kommune	Varde	suburb	place	Sønder Varde, Varde, Varde Kommune, Region Syddanmark, 6800, Danmark
55.5876,8.5035		Danmark	Region Syddanmark	Varde Kommune	Varde	suburb	place	Sønder Varde, Varde, Varde Kommune, Region Syddanmark, 6800, Danmark
55.5877,12.253		Danmark	Region Sjælland	Greve Kommune	Greve	village	place	Greve, Greve Kommune, Region Sjælland, 2690, Danmark
55.5904,8.369		Danmark	Region Syddanmark	Varde Kommune		isolated_dwelling	place	Knudsmark, Varde Kommune, Region Syddanmark, 6851, Danmark
55.591,10.2019		Danmark	Region Syddanmark	Nordfyns Kommune	Lindø	hamlet	place	Lindø, Nordfyns Kommune, Region Syddanmark, Danmark
55.5913,8.4775		Danmark	Region Syddanmark	Varde Kommune	Varde	suburb	place	Sønder Varde, Varde, Varde Kommune, Region Syddanmark, 6800, Danmark
55.5918,12.0946		Danmark	Region Sjælland	Roskilde Kommune	Roskilde	hamlet	place	Skalstrup, Roskilde, Roskilde Kommune, Region Sjælland, 4621, Danmark
55.5926,12.1884		Danmark	Region Sjælland	Greve Kommune	Tune	village	place	Tune, Greve Kommune, Region Sjælland, 4030, Danmark
55.5929,12.1698		Danmark	Region Sjælland	Greve Kommune	Tune	farm	place	Digesgård, Tune Søndermark, Tune, Greve Kommune, Region Sjælland, 4030, Danmark
55.5929,8.9125		Danmark	Region Syddanmark	Vejen Kommune	Hovborg	village	place	Hovborg, Vejen Kommune, Region Syddanmark, 6682, Danmark
55.593,12.1697		Danmark	Region Sjælland	Greve Kommune	Tune	farm	place	Digesgård, Tune Søndermark, Tune, Greve Kommune, Region Sjælland, 4030, Danmark
55.5934,12.548		Danmark	Region Hovedstaden	Tårnby Kommune	Tårnby	suburb	place	Nøragersminde, Tårnby, Tårnby Kommune, Region Hovedstaden, 2770, Danmark
55.5934,9.6628		Danmark	Region Syddanmark	Fredericia Kommune	Ullerup	isolated_dwelling	place	Bredstrup Mark, Ullerup, Fredericia Kommune, Region Syddanmark, 7000, Danmark
55.5936,12.5475		Danmark	Region Hovedstaden	Tårnby Kommune	Tårnby	suburb	place	Nøragersminde, Tårnby, Tårnby Kommune, Region Hovedstaden, 2770, Danmark
55.594,9.6644		Danmark	Region Syddanmark	Fredericia Kommune	Ullerup	isolated_dwelling	place	Bredstrup Mark, Ullerup, Fredericia Kommune, Region Syddanmark, 7000, Danmark
55.5944,12.1872		Danmark	Region Sjælland	Greve Kommune	Tune	village	place	Tune, Greve Kommune, Region Sjælland, 4030, Danmark
55.5947,9.6546		Danmark	Region Syddanmark	Fredericia Kommune	Gammel Pjedsted	isolated_dwelling	place	Surkær, Gammel Pjedsted, Fredericia Kommune, Region Syddanmark, 7080, Danmark
55.5948,8.4694		Danmark	Region Syddanmark	Varde Kommune	Varde	suburb	place	Kongsgård, Varde, Varde Kommune, Region Syddanmark, 6800, Danmark
55.5948,9.6549		Danmark	Region Syddanmark	Fredericia Kommune	Gammel Pjedsted	isolated_dwelling	place	Surkær, Gammel Pjedsted, Fredericia Kommune, Region Syddanmark, 7080, Danmark
55.595,10.1891		Danmark	Region Syddanmark	Nordfyns Kommune	Lindø	hamlet	place	Lindø, Nordfyns Kommune, Region Syddanmark, Danmark
55.5951,8.4619		Danmark	Region Syddanmark	Varde Kommune	Varde	suburb	place	Kongsgård, Varde, Varde Kommune, Region Syddanmark, 6800, Danmark
55.5957,11.9362		Danmark	Region Sjælland	Lejre Kommune		isolated_dwelling	place	Hulegård, Lejre Kommune, Region Sjælland, 4320, Danmark
55.5957,8.4799		Danmark	Region Syddanmark	Varde Kommune	Varde	suburb	place	Sønder Varde, Varde, Varde Kommune, Region Syddanmark, 6800, Danmark
55.5958,8.4334		Danmark	Region Syddanmark	Varde Kommune	Alslev	farm	place	Elly Stage, Toftnæs, Alslev, Varde Kommune, Region Syddanmark, 6851, Danmark
55.5959,8.6699		Danmark	Region Syddanmark	Varde Kommune	Årre	village	place	Årre, Varde Kommune, Region Syddanmark, 6818, Danmark
55.5962,12.359		Danmark	Region Sjælland	Greve Kommune	Greve Strand	town	place	Greve Strand, Greve Kommune, Region Sjælland, 2670, Danmark
55.5963,12.3594		Danmark	Region Sjælland	Greve Kommune	Greve Strand	town	place	Greve Strand, Greve Kommune, Region Sjælland, 2670, Danmark
55.5963,12.3599		Danmark	Region Hovedstaden	Ishøj Kommune		suburb	place	Ishøj, Ishøj Kommune, Region Hovedstaden, 2635, Danmark
55.5964,12.2486		Danmark	Region Sjælland	Greve Kommune	Greve	quarter	place	Vesterbjerg, Greve, Greve Kommune, Region Sjælland, 2690, Danmark
55.5969,8.4288		Danmark	Region Syddanmark	Varde Kommune	Alslev	farm	place	Elly Stage, Toftnæs, Alslev, Varde Kommune, Region Syddanmark, 6851, Danmark
55.5974,8.9145		Danmark	Region Syddanmark	Vejen Kommune	Hovborg	hamlet	place	Torpet, Hovborg, Vejen Kommune, Region Syddanmark, 6682, Danmark
55.5975,9.6157		Danmark	Region Syddanmark	Fredericia Kommune	Herslev	hamlet	place	Follerup, Herslev, Fredericia Kommune, Region Syddanmark, Danmark
55.5976,9.658		Danmark	Region Syddanmark	Fredericia Kommune	Gammel Pjedsted	isolated_dwelling	place	Surkær, Gammel Pjedsted, Fredericia Kommune, Region Syddanmark, 7080, Danmark
55.5983,8.9002		Danmark	Region Syddanmark	Vejen Kommune		administrative	boundary	Vejen Kommune, Region Syddanmark, Danmark
55.5984,9.6583		Danmark	Region Syddanmark	Fredericia Kommune	Gammel Pjedsted	isolated_dwelling	place	Surkær, Gammel Pjedsted, Fredericia Kommune, Region Syddanmark, 7080, Danmark
55.5989,8.5233		Danmark	Region Syddanmark	Varde Kommune	Varde	suburb	place	Sønder Varde, Varde, Varde Kommune, Region Syddanmark, 6800, Danmark
55.599,8.4805		Danmark	Region Syddanmark	Varde Kommune	Varde	suburb	place	Sønder Varde, Varde, Varde Kommune, Region Syddanmark, 6800, Danmark
55.5994,11.7777		Danmark	Region Sjælland	Holbæk Kommune	Tølløse	isolated_dwelling	place	Præstemark, Soderup, Tølløse, Holbæk Kommune, Region Sjælland, 4360, Danmark
55.5996,8.515		Danmark	Region Syddanmark	Varde Kommune	Varde	suburb	place	Sønder Varde, Varde, Varde Kommune, Region Syddanmark, 6800, Danmark
55.5998,8.4739		Danmark	Region Syddanmark	Varde Kommune	Varde	suburb	place	Kongsgård, Varde, Varde Kommune, Region Syddanmark, 6800, Danmark
55.6001,9.3469		Danmark	Region Syddanmark	Vejle Kommune	Vejle	isolated_dwelling	place	Hjelmdrup, Vejle, Vejle Kommune, Region Syddanmark, 6040, Danmark
55.6003,12.3524		Danmark	Region Sjælland	Greve Kommune	Greve Strand	quarter	place	Hundige Strand, Hundige, Greve Strand, Greve Kommune, Region Sjælland, 2635, Danmark
55.6005,8.5165		Danmark	Region Syddanmark	Varde Kommune	Varde	suburb	place	Sønder Varde, Varde, Varde Kommune, Region Syddanmark, 6800, Danmark
55.6005,8.7631		Danmark	Region Syddanmark	Varde Kommune	Fåborg	farm	place	Hvendslund, Fåborg, Varde Kommune, Region Syddanmark, 6753, Danmark
55.6018,8.8833		Danmark	Region Syddanmark	Vejen Kommune		administrative	boundary	Vejen Kommune, Region Syddanmark, Danmark
55.6019,12.3382		Danmark	Region Sjælland	Greve Kommune	Greve Strand	quarter	place	Hundige Strand, Hundige, Greve Strand, Greve Kommune, Region Sjælland, 2635, Danmark
55.6026,8.4873		Danmark	Region Syddanmark	Varde Kommune	Varde	suburb	place	Sønder Varde, Varde, Varde Kommune, Region Syddanmark, 6800, Danmark
55.6029,11.6191		Danmark	Region Sjælland	Holbæk Kommune	Nyvænge	hamlet	place	Nyvænge, Holbæk Kommune, Region Sjælland, 4350, Danmark
55.6034,12.3516		Danmark	Region Hovedstaden	Ishøj Kommune		suburb	place	Ishøj, Ishøj Kommune, Region Hovedstaden, 2635, Danmark
55.6036,12.3498		Danmark	Region Hovedstaden	Ishøj Kommune		suburb	place	Ishøj, Ishøj Kommune, Region Hovedstaden, 2635, Danmark
55.6039,12.354		Danmark	Region Hovedstaden	Ishøj Kommune		suburb	place	Ishøj, Ishøj Kommune, Region Hovedstaden, 2635, Danmark
55.6045,12.4681		Danmark	Region Hovedstaden	Hvidovre Kommune		suburb	place	Avedøre Holme, Hvidovre Kommune, Region Hovedstaden, 2650, Danmark
55.6051,9.8167		Danmark	Region Syddanmark	Fredericia Kommune	Trelde-Østerby	isolated_dwelling	place	Skullebjerg, Østerby, Trelde-Østerby, Fredericia Kommune, Region Syddanmark, Danmark
55.6053,8.8925		Danmark	Region Syddanmark	Vejen Kommune		administrative	boundary	Vejen Kommune, Region Syddanmark, Danmark
55.6055,9.0154		Danmark	Region Syddanmark	Billund Kommune		administrative	boundary	Billund Kommune, Region Syddanmark, Danmark
55.6059,9.361		Danmark	Region Syddanmark	Vejle Kommune	Vejle	isolated_dwelling	place	Hjelmdrup, Vejle, Vejle Kommune, Region Syddanmark, 6040, Danmark
55.6062,11.4606		Danmark	Region Sjælland	Holbæk Kommune	Vinskoven	hamlet	place	Vinskoven, Holbæk Kommune, Region Sjælland, Danmark
55.6063,10.6063		Danmark	Region Syddanmark	Kerteminde Kommune	Korshavn	village	place	Korshavn, Kerteminde Kommune, Region Syddanmark, 5390, Danmark
55.6065,10.6062		Danmark	Region Syddanmark	Kerteminde Kommune	Korshavn	village	place	Korshavn, Kerteminde Kommune, Region Syddanmark, 5390, Danmark
55.6066,9.6931		Danmark	Region Syddanmark	Vejle Kommune	Gårslev	isolated_dwelling	place	Dybdal, Rands, Gårslev, Vejle Kommune, Region Syddanmark, 7080, Danmark
55.607,12.2737		Danmark	Region Sjælland	Greve Kommune	Kildebrønde	village	place	Kildebrønde, Greve Kommune, Region Sjælland, 2670, Danmark
55.6073,10.6069		Danmark	Region Syddanmark	Kerteminde Kommune	Korshavn	village	place	Korshavn, Kerteminde Kommune, Region Syddanmark, 5390, Danmark
55.6074,9.8125		Danmark	Region Syddanmark	Fredericia Kommune	Trelde-Østerby	isolated_dwelling	place	Skullebjerg, Østerby, Trelde-Østerby, Fredericia Kommune, Region Syddanmark, Danmark
55.6078,12.3224		Danmark	Region Sjælland	Greve Kommune	Greve Strand	quarter	place	Hundige Strand, Hundige, Greve Strand, Greve Kommune, Region Sjælland, 2635, Danmark
55.608,11.7602		Danmark	Region Sjælland	Holbæk Kommune	Tølløse	hamlet	place	Nørre Eskilstrup, Tølløse, Holbæk Kommune, Region Sjælland, 4360, Danmark
55.608,9.8269		Danmark	Region Syddanmark	Fredericia Kommune		administrative	boundary	Fredericia Kommune, Region Syddanmark, 7000, Danmark
55.6082,11.7594		Danmark	Region Sjælland	Holbæk Kommune	Tølløse	hamlet	place	Nørre Eskilstrup, Tølløse, Holbæk Kommune, Region Sjælland, 4360, Danmark
55.6084,12.3228		Danmark	Region Sjælland	Greve Kommune	Greve Strand	quarter	place	Hundige Strand, Hundige, Greve Strand, Greve Kommune, Region Sjælland, 2635, Danmark
55.6084,12.5923		Danmark	Region Hovedstaden	Tårnby Kommune	Tårnby	quarter	place	Pilegårdskvarteret, Tårnbylund, Tårnby, Tårnby Kommune, Region Hovedstaden, 2770, Danmark
55.6086,9.8264		Danmark	Region Syddanmark	Fredericia Kommune	Trelde Klint	hamlet	place	Trelde Klint, Fredericia Kommune, Region Syddanmark, Danmark
55.6087,11.7625		Danmark	Region Sjælland	Holbæk Kommune	Tølløse	hamlet	place	Nørre Eskilstrup, Tølløse, Holbæk Kommune, Region Sjælland, 4360, Danmark
55.6087,9.8161		Danmark	Region Syddanmark	Fredericia Kommune	Trelde-Østerby	isolated_dwelling	place	Skullebjerg, Østerby, Trelde-Østerby, Fredericia Kommune, Region Syddanmark, Danmark
55.6092,8.6559		Danmark	Region Syddanmark	Varde Kommune	Årre	village	place	Årre, Varde Kommune, Region Syddanmark, 6818, Danmark
55.6096,9.8245		Danmark	Region Syddanmark	Fredericia Kommune	Trelde Klint	hamlet	place	Trelde Klint, Fredericia Kommune, Region Syddanmark, Danmark
55.6098,11.242		Danmark	Region Sjælland	Kalundborg Kommune	Ubby	hamlet	place	Nordkrog, Ubby, Kalundborg Kommune, Region Sjælland, 4490, Danmark
55.6099,11.2415		Danmark	Region Sjælland	Kalundborg Kommune	Ubby	hamlet	place	Nordkrog, Ubby, Kalundborg Kommune, Region Sjælland, 4490, Danmark
55.6101,10.5973		Danmark	Region Syddanmark	Kerteminde Kommune	Korshavn	village	place	Korshavn, Kerteminde Kommune, Region Syddanmark, 5390, Danmark
55.6104,9.6892		Danmark	Region Syddanmark	Vejle Kommune	Gårslev	isolated_dwelling	place	Dybdal, Rands, Gårslev, Vejle Kommune, Region Syddanmark, 7080, Danmark
55.6109,11.7813		Danmark	Region Sjælland	Holbæk Kommune	Tølløse	isolated_dwelling	place	Præstemark, Soderup, Tølløse, Holbæk Kommune, Region Sjælland, 4360, Danmark
55.611,10.5941		Danmark	Region Syddanmark	Kerteminde Kommune	Korshavn	village	place	Korshavn, Kerteminde Kommune, Region Syddanmark, 5390, Danmark
55.6111,10.5948		Danmark	Region Syddanmark	Kerteminde Kommune	Korshavn	village	place	Korshavn, Kerteminde Kommune, Region Syddanmark, 5390, Danmark
55.6111,11.7812		Danmark	Region Sjælland	Holbæk Kommune	Tølløse	isolated_dwelling	place	Præstemark, Soderup, Tølløse, Holbæk Kommune, Region Sjælland, 4360, Danmark
55.6112,10.5937		Danmark	Region Syddanmark	Kerteminde Kommune	Korshavn	village	place	Korshavn, Kerteminde Kommune, Region Syddanmark, 5390, Danmark
55.6113,10.5947		Danmark	Region Syddanmark	Kerteminde Kommune	Korshavn	village	place	Korshavn, Kerteminde Kommune, Region Syddanmark, 5390, Danmark
55.6115,10.5951		Danmark	Region Syddanmark	Kerteminde Kommune	Korshavn	village	place	Korshavn, Kerteminde Kommune, Region Syddanmark, 5390, Danmark
55.6117,11.7582		Danmark	Region Sjælland	Holbæk Kommune	Tølløse	hamlet	place	Nørre Eskilstrup, Tølløse, Holbæk Kommune, Region Sjælland, 4360, Danmark
55.6117,12.6057		Danmark	Region Hovedstaden	Tårnby Kommune	Tårnby	hamlet	place	Tømmerup, Tårnby, Tårnby Kommune, Region Hovedstaden, 2770, Danmark
55.6125,10.5954		Danmark	Region Syddanmark	Kerteminde Kommune	Korshavn	village	place	Korshavn, Kerteminde Kommune, Region Syddanmark, 5390, Danmark
55.6126,10.5935		Danmark	Region Syddanmark	Kerteminde Kommune	Korshavn	village	place	Korshavn, Kerteminde Kommune, Region Syddanmark, 5390, Danmark
55.6128,11.2301		Danmark	Region Sjælland	Kalundborg Kommune	Ubby	hamlet	place	Nordkrog, Ubby, Kalundborg Kommune, Region Sjælland, 4490, Danmark
55.6136,10.5932		Danmark	Region Syddanmark	Kerteminde Kommune	Korshavn	village	place	Korshavn, Kerteminde Kommune, Region Syddanmark, 5390, Danmark
55.6141,12.3465		Danmark	Region Hovedstaden	Ishøj Kommune	Tranegilde	hamlet	place	Tranegilde, Ishøj Kommune, Region Hovedstaden, 2635, Danmark
55.6144,8.4951		Danmark	Region Syddanmark	Varde Kommune	Varde	suburb	place	Sønder Varde, Varde, Varde Kommune, Region Syddanmark, 6800, Danmark
55.6146,8.4955		Danmark	Region Syddanmark	Varde Kommune	Varde	suburb	place	Sønder Varde, Varde, Varde Kommune, Region Syddanmark, 6800, Danmark
55.6149,10.5923		Danmark	Region Syddanmark	Kerteminde Kommune	Korshavn	village	place	Korshavn, Kerteminde Kommune, Region Syddanmark, 5390, Danmark
55.6151,10.5927		Danmark	Region Syddanmark	Kerteminde Kommune	Korshavn	village	place	Korshavn, Kerteminde Kommune, Region Syddanmark, 5390, Danmark
55.6152,12.3462		Danmark	Region Hovedstaden	Ishøj Kommune	Tranegilde	hamlet	place	Tranegilde, Ishøj Kommune, Region Hovedstaden, 2635, Danmark
55.6155,9.8385		Danmark	Region Syddanmark	Fredericia Kommune		administrative	boundary	Fredericia Kommune, Region Syddanmark, 7000, Danmark
55.6155,9.8404		Danmark	Region Syddanmark	Fredericia Kommune		administrative	boundary	Fredericia Kommune, Region Syddanmark, 7000, Danmark
55.6158,9.8412		Danmark	Region Syddanmark	Fredericia Kommune		administrative	boundary	Fredericia Kommune, Region Syddanmark, 7000, Danmark
55.6159,12.4252		Danmark	Region Hovedstaden		København	suburb	place	Brøndby Strand, Brøndby Kommune, København, Region Hovedstaden, 2660, Danmark
55.616,12.4252		Danmark	Region Hovedstaden		København	suburb	place	Brøndby Strand, Brøndby Kommune, København, Region Hovedstaden, 2660, Danmark
55.6165,9.8447		Danmark	Region Syddanmark	Fredericia Kommune		administrative	boundary	Fredericia Kommune, Region Syddanmark, 7000, Danmark
55.6167,8.5279		Danmark	Region Syddanmark	Varde Kommune	Varde	isolated_dwelling	place	Gammel Gellerup, Gellerup, Varde, Varde Kommune, Region Syddanmark, 6800, Danmark
55.6167,8.5304		Danmark	Region Syddanmark	Varde Kommune	Varde	isolated_dwelling	place	Gammel Gellerup, Gellerup, Varde, Varde Kommune, Region Syddanmark, 6800, Danmark
55.6169,8.4928		Danmark	Region Syddanmark	Varde Kommune	Varde	suburb	place	Sønder Varde, Varde, Varde Kommune, Region Syddanmark, 6800, Danmark
55.6171,8.5161		Danmark	Region Syddanmark	Varde Kommune	Varde	isolated_dwelling	place	Gammel Gellerup, Gellerup, Varde, Varde Kommune, Region Syddanmark, 6800, Danmark
55.6171,9.7725		Danmark	Region Syddanmark	Fredericia Kommune	Trelde-Østerby	hamlet	place	Trelde, Trelde-Østerby, Fredericia Kommune, Region Syddanmark, Danmark
55.6172,8.5274		Danmark	Region Syddanmark	Varde Kommune	Varde	isolated_dwelling	place	Gammel Gellerup, Gellerup, Varde, Varde Kommune, Region Syddanmark, 6800, Danmark
55.6173,9.8465		Danmark	Region Syddanmark	Fredericia Kommune		administrative	boundary	Fredericia Kommune, Region Syddanmark, 7000, Danmark
55.6174,8.5174		Danmark	Region Syddanmark	Varde Kommune	Varde	isolated_dwelling	place	Gammel Gellerup, Gellerup, Varde, Varde Kommune, Region Syddanmark, 6800, Danmark
55.6175,11.2209		Danmark	Region Sjælland	Kalundborg Kommune	Ubby	hamlet	place	Klovby, Ubby, Kalundborg Kommune, Region Sjælland, 4490, Danmark
55.6176,12.3948		Danmark	Region Hovedstaden	Vallensbæk Kommune	Vallensbæk Landsby	suburb	place	Vallensbæk, Vallensbæk Landsby, Vallensbæk Kommune, Region Hovedstaden, 2665, Danmark
55.6176,12.4612		Danmark	Region Hovedstaden	Hvidovre Kommune		quarter	place	Avedøre Stationsby, Avedøre, Hvidovre Kommune, Region Hovedstaden, 2650, Danmark
55.6177,12.3946		Danmark	Region Hovedstaden	Vallensbæk Kommune	Vallensbæk Landsby	suburb	place	Vallensbæk, Vallensbæk Landsby, Vallensbæk Kommune, Region Hovedstaden, 2665, Danmark
55.6177,12.4622		Danmark	Region Hovedstaden	Hvidovre Kommune		quarter	place	Avedøre Stationsby, Avedøre, Hvidovre Kommune, Region Hovedstaden, 2650, Danmark
55.6177,8.4489		Danmark	Region Syddanmark	Varde Kommune	Varde	isolated_dwelling	place	Kærhuse, Kongsgård, Varde, Varde Kommune, Region Syddanmark, 6800, Danmark
55.6179,11.2214		Danmark	Region Sjælland	Kalundborg Kommune	Ubby	hamlet	place	Klovby, Ubby, Kalundborg Kommune, Region Sjælland, 4490, Danmark
55.618,8.4488		Danmark	Region Syddanmark	Varde Kommune	Varde	isolated_dwelling	place	Kærhuse, Kongsgård, Varde, Varde Kommune, Region Syddanmark, 6800, Danmark
55.6188,8.508		Danmark	Region Syddanmark	Varde Kommune	Varde	isolated_dwelling	place	Gammel Gellerup, Gellerup, Varde, Varde Kommune, Region Syddanmark, 6800, Danmark
55.6189,12.6067		Danmark	Region Hovedstaden	Tårnby Kommune	Tårnby	hamlet	place	Tømmerup, Tårnby, Tårnby Kommune, Region Hovedstaden, 2770, Danmark
55.6189,12.6074		Danmark	Region Hovedstaden	Tårnby Kommune	Tårnby	hamlet	place	Tømmerup, Tårnby, Tårnby Kommune, Region Hovedstaden, 2770, Danmark
55.6195,12.4921		Danmark	Region Hovedstaden	Hvidovre Kommune		suburb	place	Avedøre Holme, Hvidovre Kommune, Region Hovedstaden, 2650, Danmark
55.6201,12.3776		Danmark	Region Hovedstaden	Vallensbæk Kommune	Vallensbæk Landsby	suburb	place	Vallensbæk Strand, Vallensbæk Landsby, Vallensbæk Kommune, Region Hovedstaden, 2665, Danmark
55.6202,8.5168		Danmark	Region Syddanmark	Varde Kommune	Varde	isolated_dwelling	place	Gammel Gellerup, Gellerup, Varde, Varde Kommune, Region Syddanmark, 6800, Danmark
55.6206,8.5015		Danmark	Region Syddanmark	Varde Kommune	Varde	isolated_dwelling	place	Gammel Gellerup, Gellerup, Varde, Varde Kommune, Region Syddanmark, 6800, Danmark
55.6207,8.4912		Danmark	Region Syddanmark	Varde Kommune	Varde	suburb	place	Sønder Varde, Varde, Varde Kommune, Region Syddanmark, 6800, Danmark
55.6211,8.2813		Danmark	Region Syddanmark	Varde Kommune	Oksbøl	hamlet	place	Hesselmed, Oksbøl, Varde Kommune, Region Syddanmark, 6840, Danmark
55.6212,8.2849		Danmark	Region Syddanmark	Varde Kommune	Oksbøl	farm	place	Marianne og Ejnar Kock Hansen, Toftegård, Oksbøl, Varde Kommune, Region Syddanmark, 6840, Danmark
55.6214,8.2816		Danmark	Region Syddanmark	Varde Kommune	Oksbøl	hamlet	place	Hesselmed, Oksbøl, Varde Kommune, Region Syddanmark, 6840, Danmark
55.6214,8.2841		Danmark	Region Syddanmark	Varde Kommune	Oksbøl	farm	place	Marianne og Ejnar Kock Hansen, Toftegård, Oksbøl, Varde Kommune, Region Syddanmark, 6840, Danmark
55.6219,9.7852		Danmark	Region Syddanmark	Fredericia Kommune	Trelde-Østerby	isolated_dwelling	place	Skullebjerg, Østerby, Trelde-Østerby, Fredericia Kommune, Region Syddanmark, Danmark
55.6223,8.4988		Danmark	Region Syddanmark	Varde Kommune	Varde	suburb	place	Bellevue, Varde, Varde Kommune, Region Syddanmark, 6800, Danmark
55.6229,12.4765		Danmark	Region Hovedstaden	Hvidovre Kommune		suburb	place	Avedøre Holme, Hvidovre Kommune, Region Hovedstaden, 2650, Danmark
55.6229,8.4586		Danmark	Region Syddanmark	Varde Kommune	Varde	isolated_dwelling	place	Kærhuse, Kongsgård, Varde, Varde Kommune, Region Syddanmark, 6800, Danmark
55.623,8.4931		Danmark	Region Syddanmark	Varde Kommune	Varde	suburb	place	Bellevue, Varde, Varde Kommune, Region Syddanmark, 6800, Danmark
55.6236,12.0473		Danmark	Region Sjælland	Roskilde Kommune	Roskilde	hamlet	place	Bakkehuse, Roskilde, Roskilde Kommune, Region Sjælland, 4000, Danmark
55.6246,8.5008		Danmark	Region Syddanmark	Varde Kommune	Varde	isolated_dwelling	place	Gammel Gellerup, Gellerup, Varde, Varde Kommune, Region Syddanmark, 6800, Danmark
55.6249,11.2637		Danmark	Region Sjælland	Kalundborg Kommune	Kelleklinte	hamlet	place	Kelleklinte, Kalundborg Kommune, Region Sjælland, 4490, Danmark
55.6253,12.3065		Danmark	Region Hovedstaden	Ishøj Kommune	Ishøj Landsby	hamlet	place	Smågårde, Ishøj Landsby, Ishøj Kommune, Region Hovedstaden, 2635, Danmark
55.6254,9.7943		Danmark	Region Syddanmark	Fredericia Kommune	Trelde-Østerby	isolated_dwelling	place	Skullebjerg, Østerby, Trelde-Østerby, Fredericia Kommune, Region Syddanmark, Danmark
55.6254,9.8377		Danmark	Region Syddanmark	Fredericia Kommune	Trelde Klint	hamlet	place	Trelde Klint, Fredericia Kommune, Region Syddanmark, Danmark
55.6264,8.4984		Danmark	Region Syddanmark	Varde Kommune	Varde	suburb	place	Bellevue, Varde, Varde Kommune, Region Syddanmark, 6800, Danmark
55.6265,9.0874		Danmark	Region Syddanmark	Billund Kommune	Vorbasse	isolated_dwelling	place	Remmerlund, Vejly, Vorbasse, Billund Kommune, Region Syddanmark, 6623, Danmark
55.6268,12.4545		Danmark	Region Hovedstaden	Hvidovre Kommune		quarter	place	Avedøre Stationsby, Avedøre, Hvidovre Kommune, Region Hovedstaden, 2650, Danmark
55.6273,9.8301		Danmark	Region Syddanmark	Fredericia Kommune	Trelde Klint	hamlet	place	Trelde Klint, Fredericia Kommune, Region Syddanmark, Danmark
55.6274,12.4291		Danmark	Region Hovedstaden		København	suburb	place	Brøndby Strand, Brøndby Kommune, København, Region Hovedstaden, 2660, Danmark
55.6276,12.0264		Danmark	Region Sjælland	Roskilde Kommune	Roskilde	hamlet	place	Bakkehuse, Roskilde, Roskilde Kommune, Region Sjælland, 4000, Danmark
55.6277,12.412		Danmark	Region Hovedstaden		København	suburb	place	Brøndby Strand, Brøndby Kommune, København, Region Hovedstaden, 2660, Danmark
55.6277,12.43		Danmark	Region Hovedstaden		København	suburb	place	Brøndby Strand, Brøndby Kommune, København, Region Hovedstaden, 2660, Danmark
55.6278,12.412		Danmark	Region Hovedstaden		København	suburb	place	Brøndby Strand, Brøndby Kommune, København, Region Hovedstaden, 2660, Danmark
55.6283,8.5167		Danmark	Region Syddanmark	Varde Kommune	Varde	isolated_dwelling	place	Gammel Gellerup, Gellerup, Varde, Varde Kommune, Region Syddanmark, 6800, Danmark
55.6288,11.6834		Danmark	Region Sjælland	Holbæk Kommune	Kvanløse	hamlet	place	Mørkemose, Kvanløse, Holbæk Kommune, Region Sjælland, 4340, Danmark
55.6288,9.7147		Danmark	Region Syddanmark	Vejle Kommune	Høll	hamlet	place	Overhøl, Høll, Vejle Kommune, Region Syddanmark, 7080, Danmark
55.6294,12.4365		Danmark	Region Hovedstaden	Hvidovre Kommune		quarter	place	Avedøre Stationsby, Avedøre, Hvidovre Kommune, Region Hovedstaden, 2650, Danmark
55.6294,12.4371		Danmark	Region Hovedstaden	Hvidovre Kommune		quarter	place	Avedøre Stationsby, Avedøre, Hvidovre Kommune, Region Hovedstaden, 2650, Danmark
55.6295,12.4358		Danmark	Region Hovedstaden	Hvidovre Kommune		quarter	place	Avedøre Stationsby, Avedøre, Hvidovre Kommune, Region Hovedstaden, 2650, Danmark
55.6296,9.5559		Danmark	Region Syddanmark	Vejle Kommune	Vejle	isolated_dwelling	place	Klattrup, Vejle, Vejle Kommune, Region Syddanmark, 6052, Danmark
55.6298,8.432		Danmark	Region Syddanmark	Varde Kommune	Varde	isolated_dwelling	place	Hvilested, Elkærdam, Varde, Varde Kommune, Region Syddanmark, 6851, Danmark
55.6302,8.6029		Danmark	Region Syddanmark	Varde Kommune	Næsbjerg	village	place	Næsbjerg, Varde Kommune, Region Syddanmark, Danmark
