row_type	mfd_sampletype	mfd_areatype	mfd_hab1_code	mfd_hab1	mfd_hab2_code	mfd_hab2	mfd_hab3_code	mfd_hab3	Natura2000	EUNIS	EMPO	n_samples	env_broad_scale	env_broad_scale_provenance	env_local_scale	env_local_scale_provenance	env_medium	env_medium_provenance	cur_vegetation	cur_vegetation_provenance	cur_land_use	cur_land_use_provenance	misc_param_json	misc_param_provenance
ontology_leaf	Soil	Natural	9000	Forests	9100	Temperate forests	9110	Beech forests Luzulo-Fagetum	9110		Free-living; Non-saline;  Soil (non-saline)	58	temperate broadleaf forest biome [ENVO:01000202]	from_mfdo:hab2	temperate deciduous broadleaf forest [ENVO:01000385]	from_mfdo:hab3	soil [ENVO:00001998]	from_mfdo:sampletype	Beech forests Luzulo-Fagetum	from_mfdo:hab3	hardwoods	from_mfdo:hab2		
ontology_leaf	Soil	Natural	9000	Forests	9100	Temperate forests	9120	Beech forests Acidophilous with Ilex	9120		Free-living; Non-saline;  Soil (non-saline)	25	temperate broadleaf forest biome [ENVO:01000202]	from_mfdo:hab2	temperate deciduous broadleaf forest [ENVO:01000385]	from_mfdo:hab3	soil [ENVO:00001998]	from_mfdo:sampletype	Beech forests Acidophilous with Ilex	from_mfdo:hab3	hardwoods	from_mfdo:hab2		
ontology_leaf	Soil	Natural	9000	Forests	9100	Temperate forests	9130	Beech forests Asperulo-Fagetum	9130		Free-living; Non-saline;  Soil (non-saline)	118	temperate broadleaf forest biome [ENVO:01000202]	from_mfdo:hab2	temperate deciduous broadleaf forest [ENVO:01000385]	from_mfdo:hab3	soil [ENVO:00001998]	from_mfdo:sampletype	Beech forests Asperulo-Fagetum	from_mfdo:hab3	hardwoods	from_mfdo:hab2		
ontology_leaf	Soil	Natural	9000	Forests	9100	Temperate forests	9150	Beech forests Limestone	9150		Free-living; Non-saline;  Soil (non-saline)	29	temperate broadleaf forest biome [ENVO:01000202]	from_mfdo:hab2	temperate deciduous broadleaf forest [ENVO:01000385]	from_mfdo:hab3	soil [ENVO:00001998]	from_mfdo:sampletype	Beech forests Limestone	from_mfdo:hab3	hardwoods	from_mfdo:hab2		
ontology_leaf	Soil	Natural	9000	Forests	9100	Temperate forests	9160	Oak-hornbeam mixed forest	9160		Free-living; Non-saline;  Soil (non-saline)	45	temperate broadleaf forest biome [ENVO:01000202]	from_mfdo:hab2	temperate deciduous broadleaf forest [ENVO:01000385]	from_mfdo:hab3	soil [ENVO:00001998]	from_mfdo:sampletype	Oak-hornbeam mixed forest	from_mfdo:hab3	hardwoods	from_mfdo:hab2		
ontology_leaf	Soil	Natural	9000	Forests	9100	Temperate forests	9170	Oak-hornbeam forests Galio-Carpinetum	9170		Free-living; Non-saline;  Soil (non-saline)	1	temperate broadleaf forest biome [ENVO:01000202]	from_mfdo:hab2	temperate deciduous broadleaf forest [ENVO:01000385]	from_mfdo:hab3	soil [ENVO:00001998]	from_mfdo:sampletype	Oak-hornbeam forests Galio-Carpinetum	from_mfdo:hab3	hardwoods	from_mfdo:hab2		
ontology_leaf	Soil	Natural	9000	Forests	9100	Temperate forests	9190	Old acidophilous oak woods with Q. robur on sandy plains	9190		Free-living; Non-saline;  Soil (non-saline)	74	temperate broadleaf forest biome [ENVO:01000202]	from_mfdo:hab2	temperate deciduous broadleaf forest [ENVO:01000385]	from_mfdo:hab3	soil [ENVO:00001998]	from_mfdo:sampletype	Old acidophilous oak woods with Q. robur on sandy plains	from_mfdo:hab3	hardwoods	from_mfdo:hab2		
ontology_leaf	Soil	Natural	9000	Forests	9100	Temperate forests	91D0	Bog woodland	91D0		Free-living; Non-saline;  Soil (non-saline)	72	temperate broadleaf forest biome [ENVO:01000202]	from_mfdo:hab2	temperate freshwater swamp forest [ENVO:01000398]	from_mfdo:hab3	soil [ENVO:00001998]	from_mfdo:sampletype	Bog woodland	from_mfdo:hab3	hardwoods	from_mfdo:hab2		
ontology_leaf	Soil	Natural	9000	Forests	9100	Temperate forests	91E0	Alluvial woodland	91E0		Free-living; Non-saline;  Soil (non-saline)	125	temperate broadleaf forest biome [ENVO:01000202]	from_mfdo:hab2	temperate freshwater swamp forest [ENVO:01000398]	from_mfdo:hab3	soil [ENVO:00001998]	from_mfdo:sampletype	Alluvial woodland	from_mfdo:hab3	hardwoods	from_mfdo:hab2		
ontology_leaf	Soil	Natural	9000	Forests	9900	Forest (non-habitattype)				T	Free-living; Non-saline;  Soil (non-saline)	0	forest biome [ENVO:01000174]	from_mfdo:hab2	forest ecosystem [ENVO:01001243]	from_mfdo:hab1	soil [ENVO:00001998]	from_mfdo:sampletype	Forests	from_mfdo:hab1				
ontology_leaf	Soil	Natural	9000	Forests	9900	Forest (non-habitattype)	9910	Coniferous forest		T	Free-living; Non-saline;  Soil (non-saline)	51	forest biome [ENVO:01000174]	from_mfdo:hab2	temperate evergreen needleleaf forest [ENVO:01000383]	from_mfdo:hab3	soil [ENVO:00001998]	from_mfdo:sampletype	Coniferous forest	from_mfdo:hab3	conifers	from_mfdo:hab3		
ontology_leaf	Soil	Natural	9000	Forests	9900	Forest (non-habitattype)	9911	Spruce		T	Free-living; Non-saline;  Soil (non-saline)	6	forest biome [ENVO:01000174]	from_mfdo:hab2	temperate evergreen needleleaf forest [ENVO:01000383]	from_mfdo:hab3	soil [ENVO:00001998]	from_mfdo:sampletype	Spruce	from_mfdo:hab3	conifers	from_mfdo:hab3		
ontology_leaf	Soil	Natural	9000	Forests	9900	Forest (non-habitattype)	9912	Larch		T	Free-living; Non-saline;  Soil (non-saline)	0	forest biome [ENVO:01000174]	from_mfdo:hab2	temperate deciduous needleleaf forest [ENVO:01000386]	from_mfdo:hab3	soil [ENVO:00001998]	from_mfdo:sampletype	Forests	from_mfdo:hab1	conifers	from_mfdo:hab3		
ontology_leaf	Soil	Natural	9000	Forests	9900	Forest (non-habitattype)	9913	Sitka		T	Free-living; Non-saline;  Soil (non-saline)	0	forest biome [ENVO:01000174]	from_mfdo:hab2	temperate evergreen needleleaf forest [ENVO:01000383]	from_mfdo:hab3	soil [ENVO:00001998]	from_mfdo:sampletype	Forests	from_mfdo:hab1	conifers	from_mfdo:hab3		
ontology_leaf	Soil	Natural	9000	Forests	9900	Forest (non-habitattype)	9914	Douglas		T	Free-living; Non-saline;  Soil (non-saline)	0	forest biome [ENVO:01000174]	from_mfdo:hab2	temperate evergreen needleleaf forest [ENVO:01000383]	from_mfdo:hab3	soil [ENVO:00001998]	from_mfdo:sampletype	Forests	from_mfdo:hab1	conifers	from_mfdo:hab3		
ontology_leaf	Soil	Natural	9000	Forests	9900	Forest (non-habitattype)	9915	Pine		T	Free-living; Non-saline;  Soil (non-saline)	2	forest biome [ENVO:01000174]	from_mfdo:hab2	temperate evergreen needleleaf forest [ENVO:01000383]	from_mfdo:hab3	soil [ENVO:00001998]	from_mfdo:sampletype	Pine	from_mfdo:hab3	conifers	from_mfdo:hab3		
ontology_leaf	Soil	Natural	9000	Forests	9900	Forest (non-habitattype)	9920	Willow		T	Free-living; Non-saline;  Soil (non-saline)	9	forest biome [ENVO:01000174]	from_mfdo:hab2	temperate deciduous broadleaf forest [ENVO:01000385]	from_mfdo:hab3	soil [ENVO:00001998]	from_mfdo:sampletype	Willow	from_mfdo:hab3	hardwoods	from_mfdo:hab3		
ontology_leaf	Soil	Natural	9000	Forests	9900	Forest (non-habitattype)	9930	Birch		T	Free-living; Non-saline;  Soil (non-saline)	1	forest biome [ENVO:01000174]	from_mfdo:hab2	temperate deciduous broadleaf forest [ENVO:01000385]	from_mfdo:hab3	soil [ENVO:00001998]	from_mfdo:sampletype	Birch	from_mfdo:hab3	hardwoods	from_mfdo:hab3		
ontology_leaf	Soil	Natural	9000	Forests	9900	Forest (non-habitattype)	9931	Alder		T	Free-living; Non-saline;  Soil (non-saline)	0	forest biome [ENVO:01000174]	from_mfdo:hab2	temperate deciduous broadleaf forest [ENVO:01000385]	from_mfdo:hab3	soil [ENVO:00001998]	from_mfdo:sampletype	Forests	from_mfdo:hab1	hardwoods	from_mfdo:hab3		
ontology_leaf	Soil	Natural	9000	Forests	9900	Forest (non-habitattype)	9932	Birch swamp		T	Free-living; Non-saline;  Soil (non-saline)	0	forest biome [ENVO:01000174]	from_mfdo:hab2	temperate freshwater swamp forest [ENVO:01000398]	from_mfdo:hab3	soil [ENVO:00001998]	from_mfdo:sampletype	Birch swamp	from_mfdo:hab3	hardwoods	from_mfdo:hab3		
ontology_leaf	Soil	Natural	9000	Forests	9900	Forest (non-habitattype)	9939	Birch-coniferous mix		T	Free-living; Non-saline;  Soil (non-saline)	1	forest biome [ENVO:01000174]	from_mfdo:hab2	temperate mixed forest [ENVO:01001796]	from_mfdo:hab3	soil [ENVO:00001998]	from_mfdo:sampletype	Birch-coniferous mix	from_mfdo:hab3	intermixed hardwood and conifers	from_mfdo:hab3		
ontology_leaf	Soil	Natural	9000	Forests	9900	Forest (non-habitattype)	9940	Beech		T	Free-living; Non-saline;  Soil (non-saline)	9	forest biome [ENVO:01000174]	from_mfdo:hab2	temperate deciduous broadleaf forest [ENVO:01000385]	from_mfdo:hab3	soil [ENVO:00001998]	from_mfdo:sampletype	Beech	from_mfdo:hab3	hardwoods	from_mfdo:hab3		
ontology_leaf	Soil	Natural	9000	Forests	9900	Forest (non-habitattype)	9950	Aspen		T	Free-living; Non-saline;  Soil (non-saline)	0	forest biome [ENVO:01000174]	from_mfdo:hab2	temperate deciduous broadleaf forest [ENVO:01000385]	from_mfdo:hab3	soil [ENVO:00001998]	from_mfdo:sampletype	Forests	from_mfdo:hab1	hardwoods	from_mfdo:hab3		
ontology_leaf	Soil	Natural	9000	Forests	9900	Forest (non-habitattype)	9960	Maple		T	Free-living; Non-saline;  Soil (non-saline)	0	forest biome [ENVO:01000174]	from_mfdo:hab2	temperate deciduous broadleaf forest [ENVO:01000385]	from_mfdo:hab3	soil [ENVO:00001998]	from_mfdo:sampletype	Forests	from_mfdo:hab1	hardwoods	from_mfdo:hab3		
ontology_leaf	Soil	Natural	9000	Forests	9900	Forest (non-habitattype)	9970	Non-native trees (exotic)		T		53	forest biome [ENVO:01000174]	from_mfdo:hab2	forest ecosystem [ENVO:01001243]	from_mfdo:hab1	soil [ENVO:00001998]	from_mfdo:sampletype	Non-native trees (exotic)	from_mfdo:hab3				
ontology_leaf	Soil	Natural	9000	Forests	9900	Forest (non-habitattype)	9990	Deciduous trees		T	Free-living; Non-saline;  Soil (non-saline)	164	forest biome [ENVO:01000174]	from_mfdo:hab2	temperate deciduous broadleaf forest [ENVO:01000385]	from_mfdo:hab3	soil [ENVO:00001998]	from_mfdo:sampletype	Deciduous trees	from_mfdo:hab3	hardwoods	from_mfdo:hab3		
ontology_leaf	Soil	Natural	9000	Forests	9900	Forest (non-habitattype)	9991	Pedunculate oak		T	Free-living; Non-saline;  Soil (non-saline)	0	forest biome [ENVO:01000174]	from_mfdo:hab2	temperate deciduous broadleaf forest [ENVO:01000385]	from_mfdo:hab3	soil [ENVO:00001998]	from_mfdo:sampletype	Forests	from_mfdo:hab1	hardwoods	from_mfdo:hab3		
ontology_leaf	Soil	Agriculture	6000	Fields						V11	Free-living; Non-saline;  Soil (non-saline)	46	cropland biome [ENVO:01000245]	from_mfdo:sampletype+areatype	agricultural field [ENVO:00000114]	from_mfdo:hab1	agricultural soil [ENVO:00002259]	from_mfdo:hab1			row crops	from_mfdo:areatype+hab1		
ontology_leaf	Soil	Agriculture	6000	Fields	6100	Poales, Cereal				V11	Free-living; Non-saline;  Soil (non-saline)	0	cropland biome [ENVO:01000245]	from_mfdo:sampletype+areatype	agricultural field [ENVO:00000114]	from_mfdo:hab1	agricultural soil [ENVO:00002259]	from_mfdo:hab1	Poales, Cereal	from_mfdo:hab2	small grains	from_mfdo:hab2		
ontology_leaf	Soil	Agriculture	6000	Fields	6100	Poales, Cereal	6110	Oat		V11	Free-living; Non-saline;  Soil (non-saline)	0	cropland biome [ENVO:01000245]	from_mfdo:sampletype+areatype	agricultural field [ENVO:00000114]	from_mfdo:hab1	agricultural soil [ENVO:00002259]	from_mfdo:hab1	Poales, Cereal	from_mfdo:hab2	small grains	from_mfdo:hab2		
ontology_leaf	Soil	Agriculture	6000	Fields	6100	Poales, Cereal	6111	Oat, Spring		V11	Free-living; Non-saline;  Soil (non-saline)	86	cropland biome [ENVO:01000245]	from_mfdo:sampletype+areatype	agricultural field [ENVO:00000114]	from_mfdo:hab1	agricultural soil [ENVO:00002259]	from_mfdo:hab1	Oat, Spring	from_mfdo:hab3	small grains	from_mfdo:hab2		
ontology_leaf	Soil	Agriculture	6000	Fields	6100	Poales, Cereal	6112	Oat, Spring, Green grain		V11	Free-living; Non-saline;  Soil (non-saline)	8	cropland biome [ENVO:01000245]	from_mfdo:sampletype+areatype	agricultural field [ENVO:00000114]	from_mfdo:hab1	agricultural soil [ENVO:00002259]	from_mfdo:hab1	Oat, Spring, Green grain	from_mfdo:hab3	small grains	from_mfdo:hab2	"[{""has_attribute_label"":""sample qualifier"",""has_value_term_label"":""Green grain""}]"	from_mfdo:decomposed
ontology_leaf	Soil	Agriculture	6000	Fields	6100	Poales, Cereal	6120	Wheat		V11	Free-living; Non-saline;  Soil (non-saline)	38	cropland biome [ENVO:01000245]	from_mfdo:sampletype+areatype	agricultural field [ENVO:00000114]	from_mfdo:hab1	agricultural soil [ENVO:00002259]	from_mfdo:hab1	Wheat	from_mfdo:hab3	small grains	from_mfdo:hab2		
ontology_leaf	Soil	Agriculture	6000	Fields	6100	Poales, Cereal	6121	Wheat, Spring		V11	Free-living; Non-saline;  Soil (non-saline)	4	cropland biome [ENVO:01000245]	from_mfdo:sampletype+areatype	agricultural field [ENVO:00000114]	from_mfdo:hab1	agricultural soil [ENVO:00002259]	from_mfdo:hab1	Wheat, Spring	from_mfdo:hab3	small grains	from_mfdo:hab2		
ontology_leaf	Soil	Agriculture	6000	Fields	6100	Poales, Cereal	6122	Wheat, Spring, Green grain		V11	Free-living; Non-saline;  Soil (non-saline)	2	cropland biome [ENVO:01000245]	from_mfdo:sampletype+areatype	agricultural field [ENVO:00000114]	from_mfdo:hab1	agricultural soil [ENVO:00002259]	from_mfdo:hab1	Wheat, Spring, Green grain	from_mfdo:hab3	small grains	from_mfdo:hab2	"[{""has_attribute_label"":""sample qualifier"",""has_value_term_label"":""Green grain""}]"	from_mfdo:decomposed
ontology_leaf	Soil	Agriculture	6000	Fields	6100	Poales, Cereal	6123	Wheat, Winter		V11	Free-living; Non-saline;  Soil (non-saline)	688	cropland biome [ENVO:01000245]	from_mfdo:sampletype+areatype	agricultural field [ENVO:00000114]	from_mfdo:hab1	agricultural soil [ENVO:00002259]	from_mfdo:hab1	Wheat, Winter	from_mfdo:hab3	small grains	from_mfdo:hab2		
ontology_leaf	Soil	Agriculture	6000	Fields	6100	Poales, Cereal	6124	Wheat, Winter, Green Grain		V11	Free-living; Non-saline;  Soil (non-saline)	4	cropland biome [ENVO:01000245]	from_mfdo:sampletype+areatype	agricultural field [ENVO:00000114]	from_mfdo:hab1	agricultural soil [ENVO:00002259]	from_mfdo:hab1	Wheat, Winter, Green Grain	from_mfdo:hab3	small grains	from_mfdo:hab2	"[{""has_attribute_label"":""sample qualifier"",""has_value_term_label"":""Green Grain""}]"	from_mfdo:decomposed
ontology_leaf	Soil	Agriculture	6000	Fields	6100	Poales, Cereal	6131	Maize		V11	Free-living; Non-saline;  Soil (non-saline)	14	cropland biome [ENVO:01000245]	from_mfdo:sampletype+areatype	agricultural field [ENVO:00000114]	from_mfdo:hab1	agricultural soil [ENVO:00002259]	from_mfdo:hab1	Maize	from_mfdo:hab3	small grains	from_mfdo:hab2		
ontology_leaf	Soil	Agriculture	6000	Fields	6100	Poales, Cereal	6132	Maize, Silage		V11	Free-living; Non-saline;  Soil (non-saline)	174	cropland biome [ENVO:01000245]	from_mfdo:sampletype+areatype	agricultural field [ENVO:00000114]	from_mfdo:hab1	agricultural soil [ENVO:00002259]	from_mfdo:hab1	Maize, Silage	from_mfdo:hab3	small grains	from_mfdo:hab2	"[{""has_attribute_label"":""crop use"",""has_value_term_label"":""silage""}]"	from_mfdo:decomposed
ontology_leaf	Soil	Agriculture	6000	Fields	6100	Poales, Cereal	6140	Barley		V11	Free-living; Non-saline;  Soil (non-saline)	1	cropland biome [ENVO:01000245]	from_mfdo:sampletype+areatype	agricultural field [ENVO:00000114]	from_mfdo:hab1	agricultural soil [ENVO:00002259]	from_mfdo:hab1	Barley	from_mfdo:hab3	small grains	from_mfdo:hab2		
ontology_leaf	Soil	Agriculture	6000	Fields	6100	Poales, Cereal	6141	Barley, Spring		V11	Free-living; Non-saline;  Soil (non-saline)	501	cropland biome [ENVO:01000245]	from_mfdo:sampletype+areatype	agricultural field [ENVO:00000114]	from_mfdo:hab1	agricultural soil [ENVO:00002259]	from_mfdo:hab1	Barley, Spring	from_mfdo:hab3	small grains	from_mfdo:hab2		
ontology_leaf	Soil	Agriculture	6000	Fields	6100	Poales, Cereal	6142	Barley, Spring, Green grain		V11	Free-living; Non-saline;  Soil (non-saline)	16	cropland biome [ENVO:01000245]	from_mfdo:sampletype+areatype	agricultural field [ENVO:00000114]	from_mfdo:hab1	agricultural soil [ENVO:00002259]	from_mfdo:hab1	Barley, Spring, Green grain	from_mfdo:hab3	small grains	from_mfdo:hab2	"[{""has_attribute_label"":""sample qualifier"",""has_value_term_label"":""Green grain""}]"	from_mfdo:decomposed
ontology_leaf	Soil	Agriculture	6000	Fields	6100	Poales, Cereal	6143	Barley, Winter		V11	Free-living; Non-saline;  Soil (non-saline)	130	cropland biome [ENVO:01000245]	from_mfdo:sampletype+areatype	agricultural field [ENVO:00000114]	from_mfdo:hab1	agricultural soil [ENVO:00002259]	from_mfdo:hab1	Barley, Winter	from_mfdo:hab3	small grains	from_mfdo:hab2		
ontology_leaf	Soil	Agriculture	6000	Fields	6100	Poales, Cereal	6152	Rye, Spring, Green grain		V11	Free-living; Non-saline;  Soil (non-saline)	2	cropland biome [ENVO:01000245]	from_mfdo:sampletype+areatype	agricultural field [ENVO:00000114]	from_mfdo:hab1	agricultural soil [ENVO:00002259]	from_mfdo:hab1	Rye, Spring, Green grain	from_mfdo:hab3	small grains	from_mfdo:hab2	"[{""has_attribute_label"":""sample qualifier"",""has_value_term_label"":""green grain""}]"	from_mfdo:decomposed
ontology_leaf	Soil	Agriculture	6000	Fields	6100	Poales, Cereal	6153	Rye, Winter		V11	Free-living; Non-saline;  Soil (non-saline)	38	cropland biome [ENVO:01000245]	from_mfdo:sampletype+areatype	agricultural field [ENVO:00000114]	from_mfdo:hab1	agricultural soil [ENVO:00002259]	from_mfdo:hab1	Rye, Winter	from_mfdo:hab3	small grains	from_mfdo:hab2		
ontology_leaf	Soil	Agriculture	6000	Fields	6100	Poales, Cereal	6161	Rye, Winter, Hybrid		V11	Free-living; Non-saline;  Soil (non-saline)	137	cropland biome [ENVO:01000245]	from_mfdo:sampletype+areatype	agricultural field [ENVO:00000114]	from_mfdo:hab1	agricultural soil [ENVO:00002259]	from_mfdo:hab1	Rye, Winter, Hybrid	from_mfdo:hab3	small grains	from_mfdo:hab2	"[{""has_attribute_label"":""crop variety type"",""has_value_term_label"":""hybrid""}]"	from_mfdo:decomposed
ontology_leaf	Soil	Agriculture	6000	Fields	6100	Poales, Cereal	6162	Rye, Winter, Hybrid (Triticale)		V11	Free-living; Non-saline;  Soil (non-saline)	23	cropland biome [ENVO:01000245]	from_mfdo:sampletype+areatype	agricultural field [ENVO:00000114]	from_mfdo:hab1	agricultural soil [ENVO:00002259]	from_mfdo:hab1	Rye, Winter, Hybrid (Triticale)	from_mfdo:hab3	small grains	from_mfdo:hab2	"[{""has_attribute_label"":""crop variety type"",""has_value_term_label"":""hybrid""}]"	from_mfdo:decomposed
ontology_leaf	Soil	Agriculture	6000	Fields	6100	Poales, Cereal	6190	Unknown cereal		V11	Free-living; Non-saline;  Soil (non-saline)	3	cropland biome [ENVO:01000245]	from_mfdo:sampletype+areatype	agricultural field [ENVO:00000114]	from_mfdo:hab1	agricultural soil [ENVO:00002259]	from_mfdo:hab1	Poales, Cereal	from_mfdo:hab2	small grains	from_mfdo:hab2	"[{""has_attribute_label"":""sample qualifier"",""has_value_term_label"":""unknown cereal""}]"	from_mfdo:decomposed
ontology_leaf	Soil	Agriculture	6000	Fields	6200	Poales, grass				V11	Free-living; Non-saline;  Soil (non-saline)	6	cropland biome [ENVO:01000245]	from_mfdo:sampletype+areatype	agricultural field [ENVO:00000114]	from_mfdo:hab1	agricultural soil [ENVO:00002259]	from_mfdo:hab1	Poales, grass	from_mfdo:hab2	pastureland	from_mfdo:hab2		
ontology_leaf	Soil	Agriculture	6000	Fields	6200	Poales, grass	6210	Grass for crop		V11	Free-living; Non-saline;  Soil (non-saline)	17	cropland biome [ENVO:01000245]	from_mfdo:sampletype+areatype	agricultural field [ENVO:00000114]	from_mfdo:hab1	agricultural soil [ENVO:00002259]	from_mfdo:hab1	Grass for crop	from_mfdo:hab3	pastureland	from_mfdo:hab2	"[{""has_attribute_label"":""sample qualifier"",""has_value_term_label"":""crop""}]"	from_mfdo:decomposed
ontology_leaf	Soil	Agriculture	6000	Fields	6200	Poales, grass	6211	Grass for crop, Fescue		V11	Free-living; Non-saline;  Soil (non-saline)	10	cropland biome [ENVO:01000245]	from_mfdo:sampletype+areatype	agricultural field [ENVO:00000114]	from_mfdo:hab1	agricultural soil [ENVO:00002259]	from_mfdo:hab1	Grass for crop, Fescue	from_mfdo:hab3	pastureland	from_mfdo:hab2	"[{""has_attribute_label"":""sample qualifier"",""has_value_term_label"":""crop""},{""has_attribute_label"":""sample qualifier"",""has_value_term_label"":""forage""}]"	from_mfdo:decomposed
ontology_leaf	Soil	Agriculture	6000	Fields	6200	Poales, grass	6212	Grass for crop, Ryegrass		V11	Free-living; Non-saline;  Soil (non-saline)	47	cropland biome [ENVO:01000245]	from_mfdo:sampletype+areatype	agricultural field [ENVO:00000114]	from_mfdo:hab1	agricultural soil [ENVO:00002259]	from_mfdo:hab1	Grass for crop, Ryegrass	from_mfdo:hab3	pastureland	from_mfdo:hab2	"[{""has_attribute_label"":""sample qualifier"",""has_value_term_label"":""grass for crop""}]"	from_mfdo:decomposed
ontology_leaf	Soil	Agriculture	6000	Fields	6200	Poales, grass	6213	Grass for crop, Cocksfoot		V11	Free-living; Non-saline;  Soil (non-saline)	1	cropland biome [ENVO:01000245]	from_mfdo:sampletype+areatype	agricultural field [ENVO:00000114]	from_mfdo:hab1	agricultural soil [ENVO:00002259]	from_mfdo:hab1	Grass for crop, Cocksfoot	from_mfdo:hab3	pastureland	from_mfdo:hab2	"[{""has_attribute_label"":""sample qualifier"",""has_value_term_label"":""crop grass""}]"	from_mfdo:decomposed
ontology_leaf	Soil	Agriculture	6000	Fields	6200	Poales, grass	6214	Grass for crop, Common meadow-grass		V11	Free-living; Non-saline;  Soil (non-saline)	4	cropland biome [ENVO:01000245]	from_mfdo:sampletype+areatype	agricultural field [ENVO:00000114]	from_mfdo:hab1	agricultural soil [ENVO:00002259]	from_mfdo:hab1	Grass for crop, Common meadow-grass	from_mfdo:hab3	pastureland	from_mfdo:hab2	"[{""has_attribute_label"":""sample qualifier"",""has_value_term_label"":""crop""},{""has_attribute_label"":""sample qualifier"",""has_value_term_label"":""grass""}]"	from_mfdo:decomposed
ontology_leaf	Soil	Agriculture	6000	Fields	6200	Poales, grass	6221	Grass in rotation, No clover		V11	Free-living; Non-saline;  Soil (non-saline)	66	cropland biome [ENVO:01000245]	from_mfdo:sampletype+areatype	agricultural field [ENVO:00000114]	from_mfdo:hab1	agricultural soil [ENVO:00002259]	from_mfdo:hab1	Grass in rotation, No clover	from_mfdo:hab3	pastureland	from_mfdo:hab2	"[{""has_attribute_label"":""clover present"",""has_boolean_value"":false},{""has_attribute_label"":""crop rotation"",""has_boolean_value"":true},{""has_attribute_label"":""negation pattern in source"",""has_value_term_label"":""Grass in rotation, No clover""}]"	from_mfdo:decomposed
ontology_leaf	Soil	Agriculture	6000	Fields	6200	Poales, grass	6222	Grass in rotation		V11	Free-living; Non-saline;  Soil (non-saline)	3	cropland biome [ENVO:01000245]	from_mfdo:sampletype+areatype	agricultural field [ENVO:00000114]	from_mfdo:hab1	agricultural soil [ENVO:00002259]	from_mfdo:hab1	Grass in rotation	from_mfdo:hab3	pastureland	from_mfdo:hab2	"[{""has_attribute_label"":""crop rotation"",""has_boolean_value"":true}]"	from_mfdo:decomposed
ontology_leaf	Soil	Agriculture	6000	Fields	6200	Poales, grass	6231	Permanent grass, No clover		V11	Free-living; Non-saline;  Soil (non-saline)	5	cropland biome [ENVO:01000245]	from_mfdo:sampletype+areatype	agricultural field [ENVO:00000114]	from_mfdo:hab1	agricultural soil [ENVO:00002259]	from_mfdo:hab1	Permanent grass, No clover	from_mfdo:hab3	pastureland	from_mfdo:hab2	"[{""has_attribute_label"":""clover present"",""has_boolean_value"":false},{""has_attribute_label"":""negation pattern in source"",""has_value_term_label"":""Permanent grass, No clover""}]"	from_mfdo:decomposed
ontology_leaf	Soil	Agriculture	6000	Fields	6200	Poales, grass	6232	Permanent grass, Normal yield		V11	Free-living; Non-saline;  Soil (non-saline)	14	cropland biome [ENVO:01000245]	from_mfdo:sampletype+areatype	agricultural field [ENVO:00000114]	from_mfdo:hab1	agricultural soil [ENVO:00002259]	from_mfdo:hab1	Permanent grass, Normal yield	from_mfdo:hab3	pastureland	from_mfdo:hab2	"[{""has_attribute_label"":""sample qualifier"",""has_value_term_label"":""normal yield""}]"	from_mfdo:decomposed
ontology_leaf	Soil	Agriculture	6000	Fields	6200	Poales, grass	6233	Permanent grass, Low yield		V11	Free-living; Non-saline;  Soil (non-saline)	12	cropland biome [ENVO:01000245]	from_mfdo:sampletype+areatype	agricultural field [ENVO:00000114]	from_mfdo:hab1	agricultural soil [ENVO:00002259]	from_mfdo:hab1	Permanent grass, Low yield	from_mfdo:hab3	pastureland	from_mfdo:hab2	"[{""has_attribute_label"":""sample qualifier"",""has_value_term_label"":""low yield""}]"	from_mfdo:decomposed
ontology_leaf	Soil	Agriculture	6000	Fields	6300	Asparagales				V11	Free-living; Non-saline;  Soil (non-saline)	0	cropland biome [ENVO:01000245]	from_mfdo:sampletype+areatype	agricultural field [ENVO:00000114]	from_mfdo:hab1	agricultural soil [ENVO:00002259]	from_mfdo:hab1	Asparagales	from_mfdo:hab2	vegetable crops	from_mfdo:hab2		
ontology_leaf	Soil	Agriculture	6000	Fields	6300	Asparagales	6311	Onion		V11	Free-living; Non-saline;  Soil (non-saline)	11	cropland biome [ENVO:01000245]	from_mfdo:sampletype+areatype	agricultural field [ENVO:00000114]	from_mfdo:hab1	agricultural soil [ENVO:00002259]	from_mfdo:hab1	Onion	from_mfdo:hab3	vegetable crops	from_mfdo:hab2		
ontology_leaf	Soil	Agriculture	6000	Fields	6400	Asterids				V11	Free-living; Non-saline;  Soil (non-saline)	0	cropland biome [ENVO:01000245]	from_mfdo:sampletype+areatype	agricultural field [ENVO:00000114]	from_mfdo:hab1	agricultural soil [ENVO:00002259]	from_mfdo:hab1	Asterids	from_mfdo:hab2	vegetable crops	from_mfdo:hab2		
ontology_leaf	Soil	Agriculture	6000	Fields	6400	Asterids	6411	Asterales, Lettuce		V11	Free-living; Non-saline;  Soil (non-saline)	4	cropland biome [ENVO:01000245]	from_mfdo:sampletype+areatype	agricultural field [ENVO:00000114]	from_mfdo:hab1	agricultural soil [ENVO:00002259]	from_mfdo:hab1	Asterales, Lettuce	from_mfdo:hab3	vegetable crops	from_mfdo:hab2		
